"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NE.TRD.GNFS.ZS","Trade (% of GDP)","Trade is the sum of exports and imports of goods and services measured as a share of gross domestic product.","World Bank national accounts data, and OECD National Accounts data files.",
