"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bahrain","BHR","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","44.9179242193454","47.9222716111116","44.1014793498883","43.0651339931238","37.2326927071257","30.1672928570426","20.053627353564","21.8865851652501","27.3359430581857","20.9468036367259","31.8186016674812","13.6603812361084","10.5846706203119","10.1291400838999","14.5694972389068","16.392689385909","16.3649016338813","14.9206295370244","7.78405474026778","6.46904844349166","25.7332511261426","18.2399612450186","22.8278174519567","25.5474853090562","24.1054756232227","35.9663487801953","42.2086222780509","48.0889984431759","43.7261637478924","28.5859309871452","33.1284892921456","29.6615729841606","38.9408099688474","35.876193329386","34.1382098088871","27.0588350740386","28.600290095317","32.1659645679001","32.0008791764241","33.6605076275644","28.2417374461501","34.4644931726657","39.5984350349793","34.8512036513846",
"Bahamas, The","BHS","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","15.8345021037868","9.63479096588179","9.61572998633708","15.7642477345915","13.186119873817","19.730089336628","21.4566020313943","13.7131938660526","17.0164181934941","16.958543983822","17.4907854639199","","19.8076420640105","19.0341124447252","14.5183789969015","19.3888710196205","17.0624191461837","16.414851181344","31.7861913094197","39.5778775284012","28.8195870102142","27.552456967579","33.8328508941458","32.6849106107","28.7439151798005","32.1215395849191","31.2022764143318","32.7007749061598","29.8343575771131","26.5970641028793","27.7937982773202","26.5874543891317","25.3463247698849","23.4483585188237","20.5686538337413","20.8382149919779","20.3691586987052","19.861470745036","19.790623540493","21.9542153016654","15.7964900161479","14.5610880965472","20.8492450995682","9.45880468086601","7.44061128816331","15.4457654486465","15.7823140310353",
"Bosnia and Herzegovina","BIH","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6117394833228","8.88081005711261","6.492283394587","3.6791190030456","12.9019529626846","7.84347524748934","10.844637336665","13.2805758432199","11.450203606897","9.47968502314466","8.6490274126398","7.99008528940704","6.64458546190718","8.6579213826072","9.55276693132152","11.7478642629283","13.4825753360564","15.5979000026266","18.2239260900454","20.1423954197798","17.8574903496754","22.0953817265801","23.0621999668998","21.7633590040528",
"Belarus","BLR","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7014465380711","20.1093148254932","20.8630209269952","20.1705075610277","23.0284502358041","22.8666969541174","22.8022718620624","24.4121446057501","21.7175599189435","20.6357184208613","22.8773740509999","26.8988709228313","27.9556214338737","29.5582572621646","29.1343864857104","30.5020749698746","26.0401502449481","26.855278458201","32.7221056205959","31.2365036164894","28.4371094658698","27.4692015971903","28.9084719451674","26.4034552557689","28.0169008019064","29.1581562138653","27.8226202208087","27.4698602851303","29.6628454693963","26.4336811628868","25.309795505441",
"Belize","BLZ","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","60.691685896332","58.604926035503","61.9591215088283","62.5107341686877","60.3103313560327","60.7090352270413","59.7550945810107","57.8964997487858","31.411131059246","32.516437537358","27.8578143208598","28.0967828581894","25.6885761297526","18.9831177009389","16.8798224852071","18.2065857110722","22.7315722899289","16.1817014584179","14.3805322018188","12.2471494888056","13.7069872591719","16.796117530902","22.5518703076966","21.8811375409275","20.2870468972222","21.1278363896412","18.5898784114614","21.3237544541062","19.6929179143725","17.7832454809855","17.9545959647106","20.2591213536162","20.813807413222","18.2138140739667","15.3835286379241","15.9264329095327","22.6950262230957","22.4386630155034","19.1150659283374","21.9692517113524",
"Bermuda","BMU","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.4941076815274","36.9506427182984","39.4063163251672","40.0489979316604","39.633283287671","39.9472049577267","39.3197532868767","40.4828383328915","40.3416242493595","38.4467784157704","39.2745574883443","42.0613260246529","","",
"Bolivia","BOL","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","16.3316077340992","14.6714978089531","14.869285391346","14.6214388648709","14.185369273497","10.5303654801957","8.62400781195508","12.7510140519884","12.1578983424716","10.1611711023467","3.77061940800498","4.77028739413742","6.79282716200189","8.6137724683382","9.54598822980715","8.88436369099615","8.48055471684708","7.79874752408312","10.1995658405138","11.1687866429488","12.0692119574197","12.5821384941011","12.8221614583318","10.6574707192067","11.015088389058","11.2562326129472","12.2970671538308","14.4857196861302","17.0466463487091","19.8824834090392","26.5822447859125","28.6360975062624","28.9832809693897","22.8998872468004","24.8491394995017","26.3174175698526","25.6940564279268","23.8909396636319","20.7894778416722","14.2169253682966","15.4200514283942","16.0570289027472","16.1277862660428","14.1949288588934","12.4822644433342","13.8490457408373","13.9394818717916","12.0192292631412",
"Brazil","BRA","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","20.6224312680419","19.1629845442635","19.7638680036014","19.5403652959114","18.3213623473092","17.6895792865625","19.0398040162808","15.8778074688358","14.2758169983001","17.4886787327515","20.1836320328161","17.901515851548","22.6606032602475","25.6536837052975","35.8085557485597","18.9201350355325","18.7329794645523","20.1983835778524","20.2543612152904","19.1150403606133","14.4393627074231","14.0413210161005","13.711158574772","13.8904529394102","12.7369014512502","13.9917031283152","13.59459737532","15.4058722696436","16.4179418086704","18.8550188616847","18.1140955339664","18.409816322752","19.3463603151667","19.2268466631","16.3803650250478","17.8023993566141","18.6012664311454","17.678108528341","18.1516908308164","16.1344049935616","14.5293471801657","13.4217530068461","13.5777696899144","12.7074199533443","12.2507958322711","14.7933291843733","17.1564858664614","15.955116099468","15.5405839748391",
"Barbados","BRB","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7876961268298","54.5162242882358","56.9478567951238","56.7706482304332","63.9414563382985","66.2085970424255","61.7392097380216","69.4925916367079","58.2879891914668","60.15154555826","63.7858067890035","62.9040807611642","60.2794126685451","59.8076366760422","57.1182687088944","56.4115796642344","55.3364206174156","53.2133009712721","53.5317207528456","50.8859947104086","49.7356852788073","50.3825964673912","45.9624291585945",
"Bhutan","BTN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.0126450471076","42.1119554787601","35.4398880297505","35.2907267579184","37.0349470743677","42.4363699675624","50.6858943527321","43.9906376786865","35.1379313914159","27.0692818489496","32.4978674700314","32.9057330881984","31.9063950932616","30.7901890136207","24.4424367314189","23.9645134190455","21.0391381336991","",
"Botswana","BWA","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","20.2550917422623","21.6692426628315","22.2353743170396","22.7835157003836","29.8039524354229","27.4331453586731","28.8480786350245","27.395818644965","28.9069492275481","25.3530300544549","32.4288649546854","36.2470859372815","38.7028346093129","49.8190595875434","47.4792998463308","41.6478196832379","44.9963936707395","41.3985070702683","43.7392291205474","29.3223179570837","29.0082489748673","36.9132285004332","37.4915168917427","40.527018375815","39.6910310040109","39.441437350485","43.3931771666789","31.4345614045536","35.6783175267552","34.2703729348795","40.4367157036042","41.3462967414585","44.5161040729479","37.0885284549286","27.4240004338427","32.0369221004781","38.6149723777198","36.8743362754926","29.922466445784","36.4426637314615","31.3073044002376","30.1262787899122","30.796215415942","26.8294543244952","31.5119488977962","24.1878687826736","32.0543050525435","36.6818570015634","35.9562528099589",
"Central African Republic","CAF","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","7.82927575217748","6.92291156061548","7.5188159910598","1.60572716623735","8.13782706018251","0.970862076697036","7.38290753120527","7.06325438226683","11.4703302619661","8.63092164276609","8.33457116639648","10.5677928275131","11.956715971995","10.8796405158913","9.54117972379999","9.84043918310838","12.5246079825199","15.0921291013147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","20.4142667560163","21.6567604580786","21.8337430981312","23.0258258344473","24.0461535345411","24.4968609383801","22.643923608126","22.0552605659457","22.0290164461553","21.2120018315903","21.2871236946741","21.3187193390859","23.3959995752318","24.287766432265","21.2404310644036","21.8837631156678","20.5988889092706","20.299221587014","22.051404291622","22.1704764957586","22.4920879562004","19.9000197256633","20.0524333635051","20.9120670286039","20.5341919478833","18.9670205444794","20.1667923475428","20.9609933798497","20.1384756223107","17.7598907649728","15.1422078826112","14.0569176510518","14.8838279479694","16.9829901791132","18.9495948122556","19.4615675805776","20.1967340150017","19.7742142760708","21.0958867819622","23.7746280731218","22.635489053482","21.7247371980219","21.943777150402","23.6605040718316","24.4517541390569","24.6172770797873","24.4043195574877","24.2474093054808","18.5200134745716","19.312530097616","20.8571094113825","20.9179512281937","21.5972984025064","22.1484938947536","19.5693636315682","19.1464545719812","19.845280989292","19.5829312304021","20.2616339861192","19.4618890023723","23.2907782447506","24.074784587365","21.9245990026732",
"Central Europe and the Baltics","CEB","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.3494642801822","20.920448965638","21.2217755933681","21.4209233163044","19.7557431165906","20.1114762047726","19.9994930784731","19.1977736076437","18.5786311048953","18.1248283290105","19.1554501613288","19.739974735949","20.4815818364001","20.7567589334102","19.7881754592526","19.2279647915207","20.1174202172614","19.9823543533991","21.2291425840363","21.9045427555616","22.6468281358248","21.8999998586521","21.9036268221109","21.9005760626722","22.3584340083918","22.2034816376341","21.6912789603909","20.5875720028191","21.3245094817538",
"Switzerland","CHE","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","34.3544865375534","34.7501295532134","34.3730860426041","34.573015079645","35.6032067138862","34.3567351704185","33.7433316041788","35.8378836560401","36.174514644188","35.36758947843","34.8329525534038","36.5755068861762","36.531339049791","36.134199640624","34.1626926938727","32.1744434427312","32.6097509390523","32.4804238561422","32.7970642486195","32.1038568846503","33.3908076857899","34.2372443342825","34.3471313330954","37.5552589303518","34.4270541206105","32.5772834754882","36.3918706842502","36.6178148512302","38.691297760766","40.5932418185056","35.7624384488965","28.7506590143948","34.599570693122","39.3544124293267","35.2708269698293","36.230980384584","35.5636446054026","33.4207524103889","34.8318008012769","33.6532127923444","31.8219341763601","31.3875168373698","31.0947633467488","30.376989812825","35.2493473181756","34.8672935339648","32.6780413326863",
"Channel Islands","CHI","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","7.55960112499083","14.4222374226185","10.6956984768772","12.0168053094045","12.3431707765849","14.0472953818843","7.88722912275734","2.02302881127822","5.88859842220055","7.03285909823544","9.24221332387925","12.1344885596433","17.8621890870034","22.8251644339922","23.8721095576574","23.6651308888531","22.6670015566094","21.8172247042085","21.2469292826327","21.5197558956593","24.2350873579146","25.3183263999425","25.0763597698332","23.3949811243072","22.4833162649889","22.5017242879099","22.9540068832793","23.1216897090714","23.5378285885376","24.4277331850936","25.1302097472637","27.6498810374783","27.4342310058876","24.1492077854914","24.2769372473159","25.627693745616","21.6861214946447","23.4686620904117","22.6663181534405","21.6794794791038","22.7338614190882","21.0878070345268","19.8421251133435","19.6037090588864","19.6764006326117","19.0855486773366","16.6254465707356","16.8370044359832","19.3381989902957",
"China","CHN","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","33.8030466362036","33.1500200520374","34.8963146845066","35.2791019075981","35.250179720443","37.2337647001473","37.979192978052","35.876590985154","36.6941897562451","38.5011697355996","40.6055526260245","41.7072346173534","41.6967268900465","39.5300997333568","38.7591241882985","39.7422421819753","38.3470849434673","36.5579121845041","35.739553531728","37.2692973716933","38.8832208930794","42.4135043434387","45.6723673350743","45.954784312021","48.2605054243768","50.2752262154472","51.7875873840542","50.3730420825472","51.3267135766309","49.2333282501259","48.6653634062587","47.3783915431545","47.6158184131896","45.4175894313738","44.3806614370311","44.9050475034286","44.4857479859689","43.7730279589906","43.9264166508497","45.4706846355198","45.8138246111187","43.6071866130656",
"Cote d'Ivoire","CIV","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-18.7529234417071","-18.2668801003338","-19.9029744726593","-13.9842171955256","-12.2345587091418","-11.3676331464475","-12.4490286914098","-9.90077028993937","-8.31457865881536","22.7890998181656","22.4324710198086","22.4314675677744","19.2374426995924","17.868642009292","18.9093840529174","17.7478718165062","19.0509975508603","18.1897612431985","",
"Cameroon","CMR","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","4.10184383970595","18.2519466003901","15.5710231789618","5.22803477139769","9.51094203306662","23.3469799285485","21.355787395286","24.7633833158529","23.3328443467148","23.8733182514754","18.9413574407329","19.7179536323966","17.7858480125253","16.186768646358","15.4191388501839","11.0661064788538","16.0822697834362","18.0380846444125","19.685051116413","16.4031379274696","17.5582211509894","17.3354868353852","16.5423792064384","14.3814847242805","12.1578248619273","11.9117561368379","14.1909855942306","16.9174774511021","16.8703751691811","19.3203219611511","18.8859630084239","17.5165349060879","16.141050285621","15.2982040145431","15.5227665008286","15.1163554275669","15.3338084113917","15.2243858420723","14.3156939343018","16.4568941322377","16.2893837257787","15.7078498598528","14.3999211479235","13.3486187654197","13.9396280594602","15.6057888516949","",
"Congo, Dem. Rep.","COD","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.36242175323211","11.8250328984857","13.0705812045958","3.45318664605106","8.54363616285728","19.9403579524423","19.1681383413157","8.15800079990761","12.5392497517726","15.3931346883369","12.3090628509051","10.8543723268752","21.6499452975083","15.8415952108928","14.4877079485832","22.4417790026889","26.4590790478306","26.9110509529258","29.5675793943261",
